fid,OBJECTID,Name,Contact,Address,Longitude,Lattitude
547,98919,Imran Qadir High School,,"Infantry Rd, Shalimar Town, Mughalpura, Lahore, Punjab, Lahore, Pakistan",74.3638748,31.5489075
548,98929,Pak Canadian Technical High School,,"Iqbal Rd, Mustafabad, Mughalpura, Lahore, Punjab, Lahore, Pakistan",74.36368,31.5515
549,98953,Big Ben High School,+92 321 4396302,"Canal Colony, Lahore, Pakistan",74.3647512,31.5556206
550,98993,OnE10Links,,"walton roadcantt, Street #5, Lahore, Pakistan",74.3661608,31.4895681
551,98997,Decent Public High School,+92 42 36670817,"Walton, Lahore, Pakistan",74.36556522,31.49015636
552,99048,Lahore Learning Campus (Junior Branch),+92 42 36610307,"House# 51, 14 Street 14, Lahore 50001, Pakistan",74.3657024,31.502146
553,99064,Kirdar Academy School System,+92 42 36674145,50 Fazil Road Opposite Fortress Stadium، Lahore Cantt، Lahore 54000,74.366255,31.528813
554,99123,Government Arif High School,+92 42 57104801,"Mustafabad, Lahore 540849, Pakistan",74.3656203,31.5489701
555,99124,rising sun,,"Pakistan, 34 Lawernce colony Rd, Lahore, Pakistan",74.3657578,31.5488612
556,99125,Junior Model High School,,"Lahore Cantt., Lahore, Pakistan",74.3661472,31.5506663
557,99158,MS science Academy,,"Yasrab Colony, Lahore, Pakistan",74.3671578,31.4865128
558,99185,Allied School Walton Campus,,"Service Rd, Lahore, Pakistan",74.3682577,31.4895072
559,99204,Ahmad Public High School For Boys & Girls,+92 321 9433994,"Ghosia Street Walton Road, Lahore, Pakistan",74.3671696,31.4894858
560,99210,The Right School Abid Road,,"Walton Road, Lahore, Pakistan",74.3669915,31.4908397
561,99213,O.T.I Grammar School,+92 42 36666378,"Ghausia Colony, Lahore, Pakistan",74.3676523,31.4895451
562,99229,The Right School,+92 333 4323551,"E19/4 Abid Rd, Lahore, Pakistan",74.3684962,31.4928635
563,99385,Sir Syed High School,,"Yasrab Colony, Lahore, Pakistan",74.3688486,31.4875732
564,99386,Qurban Girls High School,,"Yasrab Colony, Lahore, Pakistan",74.3674851,31.4870022
565,99438,Three Star Science Academy,,"Service Rd, Lahore, Pakistan",74.3690367,31.4899126
566,99552,Al Qamar Public High School,+92 321 4155411,"Usman st., Lahore, Pakistan",74.3714856,31.4857408
567,99556,Three Star High School,+92 42 36685720,"Shahtaj Colony, Lahore, Pakistan",74.3695111,31.4891028
568,99601,EFA School Arham Campus,+92 42 36613261,"E-6/2, Qadri Colony 1, Walton, Cantt, Service Rd, Lahore, Pakistan",74.37093411,31.49195384
569,99623,The Educators Walton Campus,+92 42 36682127,"Walton, Lahore, Pakistan",74.3705367,31.4933793
570,99625,CANTT MODEL HIGH SCHOOL,+92 42 36668900,"Street 7 Lane 1 Walton Road Lahore Cantt., Lahore 54000, Pakistan",74.371261,31.493186
571,99686,Ghazi Cadet Academy,+92 333 4306582,"street no 2 rifle range road Kory stop, Walton Road, Lahore, Pakistan",74.372946,31.4913617
572,99777,Toor Montessori & High School,,"272, St 6, Old Cavelary Ground, Cavalry Ground, Lahore, Punjab, Lahore, Pakistan",74.3737131,31.4967044
573,99799,Shaheen Cadet Institute,+92 321 7001324,"House # 6/2, Maj Suleman Street,, Zafar Rd, Lahore, Pakistan",74.373567,31.518246
574,99817,Jamia Manzoor ul Islamia,+92 333 4274235,"Eid Gah Lahore Rd, Lahore, Pakistan",74.373226,31.5494841
575,99839,Matrix School,,"Lahore, Pakistan",74.3755263,31.4904057
576,99841,Prospective Leaders Education Sysrem PLES,+92 42 36625641,"Super Town, Lahore, Pakistan",74.3730842,31.4919255
577,99843,American Lycetuff,+92 42 36293373,"Rifle Range Rd, Lahore, Pakistan",74.3731311,31.4921234
578,99938,PAF Montessori School,+92 300 8182554,"Lahore Cantt., Lahore, Pakistan",74.3754252,31.5125332
579,99959,Al-Mashal Walfare Foundation,+92 300 8498084,"Imtiaz Shaheed Rd, Lahore, Pakistan",74.37565292,31.54353364
580,99961,Allama Iqbal Model School,+92 42 36683071,"1422/13 Dhaka road, Lahore Cantt، Lahore, Pakistan",74.374769,31.546488
581,99995,SAR School,+92 322 4441234,"455-E,, New Iqbal Park, Street No 4, Lahore, Pakistan",74.3775597,31.4869336
582,99996,Trust School,,"Eden Cottage Road, Lahore, Pakistan",74.377656,31.487016
583,100000,Dar e Arqam School,,"Link 2 Super Town, Lahore, Pakistan",74.37508317,31.49163447
584,100076,Garrison Academy for Cambridge Studies,+92 42 36683008,"298 Sarwar Rd, Lahore, Pakistan",74.3770799,31.5153526
585,100082,Army Public School,+92 42 99220545,"Abid Majeed Rd, Lahore, Pakistan",74.3774411,31.5230487
586,100123,Lahore Cantt Public High School,+92 333 4086303,"Sarwar Rd, Saddar, Cantonment, Lahore, Punjab, Lahore, Pakistan",74.3765258,31.53699732
587,100141,FG Girls Model High School,,"Sarwar Rd, Saddar Bazar, Cantonment, Lahore, Punjab, Lahore, Pakistan",74.3770552,31.5428135
588,100143,C.B. Boys High School,,"Dhaka Rd, Lahore, Pakistan",74.3769103,31.5435907
589,100146,Muslim High School,,"Sarwar Rd, Lahore, Pakistan",74.3765247,31.5450256
590,100222,Mount Pleasant High School,,"Rifle Range Rd, Lahore, Pakistan",74.3785525,31.4871142
591,100369,Compass.,+92 333 4212320,"Khursheed Alam Road, Lahore, Pakistan",74.37772943,31.50621481
592,100370,Rana Model High School,,"Khurshid Rd, Cantonment, Lahore, Punjab, Lahore, Pakistan",74.3786266,31.5062406
593,100373,Garrison Academy for Boys,+92 312 4029435,"Tufail Rd, Lahore 54000, Pakistan",74.3780281,31.5145719
594,100382,Cathedral Higher Secondary School,+92 42 36662899,"Tufail Rd, Lahore, Pakistan",74.3789071,31.5204479
595,100511,Fatima Foundation High School,,"GT Rd, Ijaz Town, Wahga Town, Lahore, Punjab, Pakistan",74.48073,31.59511
596,100523,Anees Fatima trust,,"Lahore, Pakistan",74.4844716,31.5954866
597,100526,Govt Primary School,,"GT Rd, Hussainpura, Wahga Town, Lahore, Punjab, Pakistan",74.48560457,31.59511478
598,100543,"Minhaj-ul-Quran Model School, Attoke Awan",,"Attoke Awan, Pakistan",74.4892994,31.5998472
599,100551,Govt High School Attoke Awan,,"Attoke Awan, Pakistan",74.4914963,31.5975053
600,100567,Vision Grammar School,+92 321 8887870,"Allied Bank Building Near BRB Pul Jallo More Lahore, Grand Trunk Rd, Lahore, Pakistan",74.4970854,31.596879
601,100598,HR Science & Commerce Academy,+92 322 4688616,"Opposite Ghalla Mandi Jallo More Bata Pur Lahore, Service Road, Dograe Kalan, Pakistan",74.5012119,31.5973028
602,100603,Oxford Scholars English Model High School,,"GT Rd, Wahga Town, Lahore 54030, Pakistan",74.50265652,31.59700194
603,100604,Quaid Public Model High School,,"GT Rd, Wahga Town, Lahore, Punjab, Pakistan",74.50366922,31.59693618
604,100642,Govt. Girls High School,,"DHA Phase 8, Lahore, Pakistan",74.4303043,31.4808132
605,100652,Govt. Girls Primary School,,"Street 28, Roranwala, Pakistan",74.4332099,31.4462387
606,100654,TCF Boys High School,,"Street 23, Roranwala, Pakistan",74.433918,31.4483164
607,100671,SICAS Main Campus,+92 42 37165219,"School Avenue, off Bedian Road، Bedian Road، Lahore, Pakistan",74.4355166,31.4561693
608,100701,TCF School Ledher,+92 42 111 823 823,"Lahore District, Lahore, Pakistan",74.4401515,31.4554188
609,100750,Government Girls High School Lidher Lahore,,"Lahore, Pakistan",74.4453261,31.4554485
610,100763,The Educators,,"DHA Phase 6, Lahore, Pakistan",74.4459256,31.458298
611,100765,The City School - Alpha,+92 42 37180126,"Sector B, Lahore, Pakistan",74.447093,31.4695945
612,100818,Iqra school,,"Thethar, Pakistan",74.4625258,31.4214062
613,100834,Govt Muslim High School,+92 322 7357710,"Mughalpura, Lahore, Punjab, Lahore, Pakistan",74.37995,31.55979
614,100835,Allied School Mughalpura Campus,+92 42 36881233,"Shalimar Flyover, Lahore, Pakistan",74.3808746,31.5607836
615,100850,IET Lahore,+92 42 36881604,"Mughalpura, Lahore, Pakistan",74.38,31.563333
616,100851,alsamas model school,,"Mughalpura, Lahore, Pakistan",74.38,31.563333
617,100856,Shalimar Boys High School,+92 42 97022374,"Shalimar Link Rd, Mughalpura, Lahore, Punjab, Lahore, Pakistan",74.38038,31.56334
618,100903,P.R Boys High school,,"Mughalpura, Lahore, Pakistan",74.3774411,31.5689657
619,100917,Govt Islamia High School,,"Mughalpura, Lahore, Pakistan",74.3795486,31.570185
620,100935,Lahore Public School,+92 42 36822953,"Mughalpura, Lahore, Pakistan",74.3797407,31.5719869
621,100937,ALPHA ACADEMY,+92 42 36851107,"Daras Baray Mian Shalimar Link Road, Lahore, Pakistan",74.38011803,31.57164695
622,100968,Al Rasheed Ideal School,+92 42 36863111,"Mughalpura, Lahore, Pakistan",74.3786129,31.5787385
623,100974,Al-Wahab Society Public School,+92 333 4205961,"5A/1/1A, 20 Sehar Rd, Lahore, Pakistan",74.3783962,31.5802632
624,101010,Govt Muslim High School,,"GT Rd, Mughalpura, Lahore, Punjab, Lahore, Pakistan",74.3794,31.58319
625,101028,Madrassa Baba Shah Din,,"House 159,, 29 Street 1, Lahore, Pakistan",74.3789142,31.5862784
626,101034,EFA School System Sherjeel Campus,+92 323 4797608,"Sultan Mehmood Road, Sukhnehar Stop Shalamaar Baagh, Lahore, Lahore, Pakistan",74.3800807,31.5842387
627,101053,AL-Shamma Science Academy & Computer Center,+92 310 7426620,"House No: 10F /60, Street No: 174 Muhammadi Colony، College Road, Baghbanpura Lahore Cantt.، Lahore 54920",74.377016,31.595782
628,101056,Marine Education Shool System,+92 323 3333414,"Aliya Town Choti Park, Lahore, Pakistan",74.3801984,31.6020166
629,101057,Royal Foundation School,+92 321 4572509,"Aliya Town, Lahore, Pakistan",74.3803218,31.6026289
630,101068,Al-Qalam High School,+92 42 36881046,"Shalimar Link Rd, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.3810795,31.5629408
631,101082,Excel Public High School,+92 305 4704969,"Shalimar Link Rd, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.38247624,31.56526493
632,101086,Cantt. Grammar School,,"Mughalpura, Lahore, Pakistan",74.3813748,31.5651552
633,101091,MC Boys High School,,"Shalamar Town, Lahore, Pakistan",74.3820002,31.5649103
634,101098,Govt. Millat Girls High School,,"Shah Kamal Rd, Lahore, Pakistan",74.3824807,31.5675944
635,101134,Punjab Professor Academy,+92 305 3108502,"Shalimar Link Road, Lahore 54000, Pakistan",74.3812308,31.573288
636,101176,LGS School,+92 324 4844070,"Shalimar Link Road, Lahore 54000, Pakistan",74.3815644,31.5766964
637,101181,The Smart School (Shalimar Campus),,"02 Shalimar Link Road, Lahore, Pakistan",74.3813331,31.577042
638,101219,"Government Vocational Training Institute, Baghbanpura, Lahore. (TEVTA)",,"Lahore, Pakistan",74.3814915,31.5817621
639,101220,"Government Vocational Training Institute, Baghbanpura, Lahore. (TEVTA)",,"Angoori Bagh, Lahore, Pakistan",74.3815308,31.5817678
640,101271,Laurel Grammar School,+92 42 36833333,"Shalimar Link Rd, Mughalpura, Lahore, Punjab, Lahore, Pakistan",74.38123036,31.58346204
641,101274,City District Govt Boys High School,,"GT Rd, Mughalpura, Lahore 54030, Pakistan",74.37987,31.58335
642,101285,Bait-ul-ilm School System & Ibn-e-Sultan Academy Madina Colony Lahore,+92 42 36816634,"171 Madina Colony، Lahore, Pakistan",74.3815003,31.5920677
643,101287,Tameer e millat cambridge school,,"Lahore, Pakistan",74.3819824,31.6010517
644,101293,Arqam House Public High School,,"Gunj, Lahore, Pakistan",74.3829775,31.563461
645,101295,Society Public School,+92 320 2949425,"Soekarno Bazar, Lahore, Pakistan",74.3821142,31.563549
646,101316,Alpha Academy,,"S Wadi Rd, Lahore, Pakistan",74.3818134,31.5740349
647,101323,Haward Grammar High School,,"Mughalpura, Lahore, Pakistan",74.3831679,31.5798959
648,101325,"Minhaj-ul-Quran Model School, Angoori Bagh, Lahore",,"Angoori Bagh, Lahore, Pakistan",74.3838609,31.5794826
649,101326,Government Modern girls high School,,"Muslim Colony, Lahore, Pakistan",74.3838904,31.5782267
650,101327,The Capital School,+92 321 8400427,"1-A Shalimar Link Road, Lahore, Pakistan",74.3838634,31.5808545
651,101343,Al-Wahab Society Public School,+92 333 4205961,"70/A/5, 171, Lahore, Pakistan",74.3829668,31.5933047
652,101349,Jaffery School,,"Lahore, Pakistan",74.3858994,31.5626048
653,101352,Jaffery public school lahore,,"Lahore, Pakistan",74.3861194,31.5628079
654,101361,City Dist Govt Girls High Scool,,"Khalid Shah St, Lahore, Pakistan",74.3853512,31.5736499
655,101374,Little Angels High School(Regd),+92 42 36852254,"1C-26C, Lahore 54000, Pakistan",74.3843669,31.5826484
656,101388,Bluebells School System,+92 304 4440365,"Services Rd, Jaffri Pul, Canal Bank, Lal Pul, Mughalpura., Canal Bank Rd, Lahore, Pakistan",74.386294,31.562951
657,101390,Ali Foundation Girls High School,,"Kumharpura, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.38727,31.5631
658,101405,Kennis Public School,+92 322 4248874,"House # 20-A, Street # 47, Muhammadia Colony, Sohwari Road, Ramgarh، Lahore, Pakistan",74.3878698,31.5729049
659,101440,Wapda Boys High School,,"Sultan Mehmood Road, Shalimar Town, Lahore, Lahore, Pakistan",74.3876446,31.591931
660,101441,WAPDA Girls High School,,"Lahore, Pakistan",74.3876756,31.5928488
661,101453,Dation Girls High School,,"Canal Rd, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.38851,31.56351
662,101455,Momin Model High School,,"Canal Rd, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.38931409,31.56348494
663,101466,Allied School Pakistan Mint Campus,+92 323 4972090,"Sue Wala Rd, Lahore, Pakistan",74.3897413,31.5814134
664,101484,Standard Science & Engineering Academy,+92 300 4366345,"Lahore, Pakistan",74.3894845,31.5876797
665,101488,Wapda Boys School Junior Section,,"Sultan Mehmood Road, Lahore 54890, Pakistan",74.3884558,31.5923915
666,101494,Al Abid Academy,+92 333 4289931,"Lahore, Pakistan",74.3882628,31.5987935
667,101508,Islamic Public High School,+92 342 4200007,"Park, Lahore, Pakistan",74.3903356,31.5643393
668,101524,Beacon Grammar High School,,"Canal Rd, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.39149,31.565
669,101532,Al-Hanif School,,"Shalamar Town, Lahore 54000, Pakistan",74.3909061,31.571784
670,101554,GUIDE LINE ACADEMY,,"Dilshad St, Lahore, Pakistan",74.3903528,31.5872022
671,101561,The Causeway School,+92 42 36556189,"Soharwardi Road, Shalimar Town Soharwardi Rd, Lahore, Pakistan",74.3910477,31.5904415
672,101575,Al-Kitab British High School,,"Canal Rd, Maskinpura, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.39249046,31.56537402
673,101590,Hamid Public Model School,,"Lahore, Pakistan",74.391906,31.593535
674,101592,Govt Islamia Arabia High School,,"Bhagwāl Nawān, Lahore, Pakistan",74.39196421,31.59810798
675,101593,"Govt High School, New Karol",,"New Karol, Lahore, Pakistan",74.3922204,31.598171
676,101616,Graceway High School,,"Canal Rd, Maskinpura, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.39444,31.56545
677,101626,Kids Paradise High School,,"Bhatta Din Muhammad Bazar, Kotly Pir Abdul Rehman,, Rasheed Pura Rd, Lahore, Pakistan",74.3936825,31.5781187
678,101628,New Kashmir High School,,"Rasheed Pura Rd, Lahore, Pakistan",74.3949539,31.5787647
679,101629,Sir Syed Public High School Rasheed Pura,,"Rasheed Pura Rd, Lahore, Pakistan",74.3947001,31.5794357
680,101640,New Kashmir Girls High School,,"GT Rd, Sultan Town, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.39511,31.58638
681,101642,Corporation Model Scxhool,,"Lahore, Pakistan",74.3944759,31.589163
682,101643,Fazal Model High School,,"Lahore, Pakistan",74.3938528,31.5896372
683,101645,Pak Gillani School,+92 321 6666381,"Dilshad St, Lahore, Pakistan",74.3940818,31.5917785
684,101656,The Muslim School,,"1 Tajpura Main Rd, Lahore, Pakistan",74.3966413,31.5608847
685,101657,Mohsin's School,,"Ghaziabad, Lahore, Pakistan",74.3964945,31.5600899
686,101662,Peak Alma American School,+92 42 36852100,"Jehangir Rd, Lahore, Pakistan",74.3960781,31.5659958
687,101665,Light Home School System,,"Jehangir Rd, Lahore, Pakistan",74.3967721,31.5661154
688,101669,AL-SAMNAN Boys H/S,,"8 park, Street No 10, Lahore, Pakistan",74.39672179,31.57025095
689,101678,The Educator School,,"Lahore, Pakistan",74.3953485,31.5849799
690,101702,Dar-e-Arqam (Campus:zAID-BIN-HARRIS),,"Lahore, Pakistan",74.3974031,31.5827998
691,101722,EGC Academy,+92 320 4409999,"Iqbal Park, Lahore, Pakistan",74.3796945,31.4876519
692,101856,Beaconhouse School System,+92 42 36622869,"Tufail Rd, Lahore, Pakistan",74.37997023,31.53970123
693,101882,Government Islamia High School Lahore Cantt,,"Tufail Rd, Lahore, Pakistan",74.3804649,31.5464734
694,101946,Iqra Taleem-ul-Atfal Foundation,+92 345 8752341,"1454-A, Shalimar Link Rd, Saddar, Mughalpura، Punjab، Lahore, Pakistan",74.38005,31.55188
695,102015,Allied School R.A Bazar Campus,+92 42 37043750,"103 E, Nadarabad, Street 1, Lahore, Pakistan",74.3820548,31.5029158
696,102018,FG Girls High School,,"R a Bazaar, Lahore, Pakistan",74.3821142,31.5040584
697,102034,Lahore Grammar School,+92 333 7096582,"Lahore Cantt.، Lahore, Pakistan",74.3820709,31.5088524
698,102036,Lahore Cantt Public High School,,"88 Arif Jan Rd, Lahore, Pakistan",74.3826848,31.5081475
699,102053,eHow Keys,+92 331 4391414,"paf Market, Lahore 54000, Pakistan",74.381796,31.519087
700,102090,Saint Joseph High School,+92 345 4400064,"Sarfaraz Rafiqui Rd, Lahore, Pakistan",74.3826663,31.5326406
701,102094,Garrison Academy for Girls,,"Abdul Rehman Rd, Lahore, Pakistan",74.381656,31.5404472
702,102096,Cantt School,,"Dehli Rd, Lahore, Pakistan",74.3809345,31.5468254
703,102121,Professors' Star Academy,+92 42 36667195,"Zarrar Shaheed Rd, Lahore, Pakistan",74.3809122,31.5500572
704,102137,Cantt. Public High School,,"Karachi Mohalla, Lahore, Pakistan",74.3810146,31.551064
705,102141,Leads Grammar School,+92 333 4254378,"Lane Number 6, Lahore, Pakistan",74.3825697,31.5534469
706,102188,F G Abid Majeed Boys High School,,"Khursheed Alam Road, Lahore, Pakistan",74.3831221,31.5058368
707,102252,Government Tarik High School Lahore Cantt,,"B 15 Zarrar Shaheed Rd, Lahore, Pakistan",74.3828702,31.5507955
708,102254,F.G. Boys High School No.1,,"Zarrar Shaheed Road, Lahore 54000, Pakistan",74.3836816,31.5503149
709,102258,School Of Speech And Language Speech Therapist,,"Street 4, Lahore, Pakistan",74.3842854,31.4876656
710,102264,Garrison Academy Tufail Shaheed Campus Senior,+92 42 55899204,"Walton, Lahore, Pakistan",74.3851615,31.4911362
711,102310,Garrison Academy Junior Tufail Shaheed Campus,+92 306 4616667,"Nishat Colony، Lahore, Pakistan",74.3867121,31.4906636
712,102312,Govt. GHS Nishat Colony Lahore,+92 42 35742557,"Pakistan, Faisal Ghuman Road, Lahore, Pakistan",74.3872121,31.4912085
713,102340,National Foundation Girls High School,,"Zarrar Rd, Saddar, Cantonment, Lahore, Punjab, Lahore, Pakistan",74.3879,31.54945
714,102355,Government Girls High School Ghaziabad,,"Old Bus Stand Rd, Ghaziabad",74.3890309,31.5579447
715,102397,School of Lahore,+92 331 8495050,"478-3 Siddiqi Road, Cinema Stop, Lahore, Pakistan",74.390079,31.491956
716,102403,Allama Iqbal High School,,"Nishat Colony Main Rd, Lahore, Pakistan",74.3914076,31.4950737
717,102418,BISS,+92 42 36830275,"Ghaziabad, Lahore, Pakistan",74.3913138,31.5539543
718,102419,Haji Bustan School,,"Kumhar Pura, Lahore, Pakistan",74.3912337,31.5566916
719,102420,Khud EdTech School,+1 917-523-6904,"Kumhar Pura, Lahore, Pakistan",74.3912685,31.5566705
720,102450,Education Academy Sir Ahsan,,"15, Lahore, Pakistan",74.3918203,31.4860751
721,102451,Education Academy,,"15, Lahore 54000, Pakistan",74.3918685,31.4860795
722,102478,99 Education System,+92 321 4409343,"65-SD Askari Ix,, Zaraar Shaheed Road, Lahore, Pakistan",74.3924422,31.54696196
723,102517,Iqbal Academy,,"Nishat Colony, Lahore, Pakistan",74.39443839,31.492435
724,102522,Bismillah High School,+92 322 4321151,"Nishat Colony, Lahore, Pakistan",74.3941945,31.4958674
725,102527,Fazaia Intermediate College,+92 306 4456265,"PAF Intermediate College، Munir Rd، Lahore, Pakistan",74.3951406,31.5166907
726,102561,Brightway School,,"Nishat Colony, Lahore, Pakistan",74.39710488,31.49292843
727,102566,Fauji Foundation Model School,,"Bedian Rd, Lahore, Pakistan",74.3957261,31.498701
728,102567,FG Model Primary School,,"Amjad Rd, Chitral Lines, Cantonment, Lahore, Punjab, Lahore, Pakistan",74.3967073,31.5296044
729,102574,New Cantt High School,,"Block C, Shalimar Town, Lahore, Punjab, Lahore, Pakistan",74.3968593,31.5494778
730,102606,Jinnah International School,+92 42 37170112,"Keer Rd, Lahore, Pakistan",74.3977913,31.4941658
731,102614,Garrison Academy Chitral Lines,,"Aziz Bhatti Rd, Lahore, Pakistan",74.3980569,31.5298784
732,102647,St Paul's High School,+92 345 4651502,"328-B tajpura scheme (LDA) Lahore Cantt, Lahore, Pakistan",74.3995991,31.558201
733,102694,Sbaksa Science School,,"Tajpura scheme LHR CANTT، Lahore, Pakistan",74.40187358,31.55575628
734,102752,GOVT. GIRLS HIGH SCHOOL TAJPURA SCHAME LAHORE,,"Al-Faisal Town, Lahore, Pakistan",74.4030136,31.5504155
735,102754,Prime Askari School,,"Tajpura, Lahore, Pakistan",74.4029516,31.5555902
736,102755,Milli Foundation High School,+92 300 8187351,"Lahore 54000, Pakistan",74.4035769,31.5554616
737,102759,BIAL SCHOOL SYSTEM AND ACADEMY,+92 300 9437656,"559، Tajpura Main Rd, Lahore, Pakistan",74.402931,31.55886
738,102762,Govt High School,,"Block B, Cantonment, Lahore, Punjab, Lahore, Pakistan",74.40448,31.49147
739,102772,"Syed Public School, Nadirabad",,"Bedian Rd, Lahore, Pakistan",74.4056513,31.4940694
740,102774,Syed Public Rah-e-Danish Girls High School,,"Nadir Abad Colony, Cantonment, Lahore, Punjab, Lahore, Pakistan",74.4046283,31.4947421
741,102791,Arslan Kindergarten and Secondary School,,"11-D، Bahar Shah Road، Lahore, Pakistan",74.4048155,31.5460074
742,102821,Islamic Educators,+92 321 5556837,"Hassan Street, Lahore, Pakistan",74.4045317,31.55432
743,102832,The Punjab Academy & School,+92 302 6135988,"DUBAI CHOWK, Tajpura Main Rd, Lahore, Pakistan",74.4055891,31.5588202
744,102838,Allied School [Nishat Campus],+92 322 6124818,"Lahore - Bedian Rd, Lahore, Pakistan",74.4064432,31.4933078
745,102852,Unique Public High School,+92 301 8472904,"Bedian Rd, Lahore, Pakistan",74.4073614,31.4930748
746,102884,Future Learning center,+92 321 4311203,"Mian Amiruddin Park, Lahore, Pakistan",74.4063941,31.5534425
747,102931,Quaid-e-Azam Academy,+92 320 4019100,"Bhatta Chowk ,Farooqabad Stop, Lahore, Pakistan",74.4086644,31.4901425
748,102945,Rangers Public School for Boys LHR,+92 42 99220061,"Lahore Cantt., Lahore, Pakistan",74.4095421,31.5433941
749,102976,S.A School System,,"Nadirabad, Lahore, Pakistan",74.4098536,31.4954614
750,103060,EFA School Al Rehman Campus,+92 316 4010117,"Ashfaq Chowk near Jorray Pull, Lahore, Pakistan",74.4116275,31.5528618
751,103093,Leads School System,,"Lahore Cantt., Lahore, Pakistan",74.4148656,31.4900294
752,103094,Bagh-e-Rehmat Trust Elementary School,,"Main Defence Rd, Cantonment, Lahore, Punjab, Lahore, Pakistan",74.414767,31.490456
753,103120,Sadiq Khan High School,,"Main Harbanspura Rd, Taj Bagh Housing Scheme, Aziz Bhatti Town, Lahore, Punjab, Lahore, Pakistan",74.41459681,31.55495872
754,103379,Beaconhouse School,+92 42 36501697,"Street 10، Askari X، Lahore, Pakistan",74.4209254,31.5376966
755,103401,Darul Islam School,+92 321 4028871,"84-C Zarar, Zarrar Shaheed Road, Lahore, Pakistan",74.4210625,31.5467306
756,103402,Jadeed Public High School,,"Lahore, Pakistan",74.4204291,31.5508926
757,103403,hassan school system,,"Lahore, Pakistan",74.4206642,31.5513158
758,103406,Hafiz Brothers,+92 341 4443307,"06 Yazdani Rd, Lahore 54850, Pakistan",74.4219936,31.5557883
759,103408,Nazeeria Islamic School,+92 323 8823664,"Lahore Cantt., Lahore, Pakistan",74.423392,31.4858689
760,103456,Al-Maher Public High School,,"Gohawa, Lahore, Pakistan",74.4249272,31.493164
761,103482,city district govt high school,,"Gujjar Pura, Lahore, Pakistan",74.4254493,31.5460713
762,103498,Govt High School,,"Ghazi Rd, Bowali Camp, Cantonment, Lahore, Punjab, Lahore, Pakistan",74.4276309,31.5404818
763,103520,Government Model High School Chungi Gujjar Pura,+92 300 4734656,"Lahore, Pakistan",74.4327187,31.5541805
764,103522,Sehjpall Education System,+92 322 2022122,"Sehajpal, Lahore, Pakistan",74.4335536,31.5056589
765,103531,PB,,"42 block A, 635 Street 8, Lahore, Pakistan",74.4350578,31.5115604
766,103537,Lahore Preschool,,"Unnamed Rd, Lahore, Pakistan",74.4362958,31.5251946
767,103538,Learning Alliance / Lahore Preschool DHA,+92 42 111 666 611,"J Block,, 32 Street 1, Lahore 54000, Pakistan",74.4364528,31.5254593
768,103543,Government Primary School Sehajpal,,"Sehajpal, Lahore, Pakistan",74.4366699,31.5017369
769,103547,LGS International,,"J-Sector, 32/3, Lahore, Pakistan",74.4377241,31.5255011
770,103557,APS Mehfooz Shaheed Garrison,,"Lahore, Pakistan",74.437946,31.5504298
771,103568,New Sardar High School,,"Barki Rd, Park View Cooperative Housing Society, Lahore, Punjab, Lahore, Pakistan",74.43999,31.53044
772,103589,HIGHSCORE ACADEMY,+92 321 8448807,"Dar-e-Arqam School, Near Paragon City, Main Dist., Barki Rd, Lahore, Pakistan",74.4453683,31.5273589
773,103590,Allied School Paragon Campus,+92 307 4400909,"155 Barki Rd, Lahore, Pakistan",74.4450968,31.5286658
774,103606,The City School Paragon Campus,+92 42 37160491,"Paragon City, Lahore, Pakistan",74.4505476,31.533008
775,103619,Lahore Grammar School - Paragon City,+92 333 4312032,"Paragon City, Lahore, Pakistan",74.4520578,31.5333951
776,103624,LACAS - Barki Campus,,"Barki Rd, Lahore, Pakistan",74.4536121,31.5238611
777,103680,"Government Primary School, Ganda Engine",,"Krishna Bazaar, Lahore, Pakistan",74.3228924,31.5717323
778,103807,Sir Syed Cambridge School,,"McLeod Rd, Lahore, Pakistan",74.3225045,31.5670784
779,103853,Cantt Islamia Girls High School,,"Bilal Rd, Gawal Mandi, Lahore, Punjab, Lahore, Pakistan",74.32347802,31.5755455
780,103936,"Government Vocational Training Institute, Dehli Gate, Lahore. (TEVTA)",,"Muhammadi Mohalla, Lahore, Pakistan",74.3249982,31.582603
781,104047,The Spirit School Gawalmandi Campus,+92 42 37246841,"Dil Mohammad Rd, Lahore, Pakistan",74.32641855,31.5714646
782,104059,Idreesia Academy,+92 321 8423431,"TAJ Company, Railway Rd, Lahore, Pakistan",74.3259363,31.5743456
783,104134,Govt Model Middle School,,"Circular Rd, Qadimi Shehar, Lahore 54030, Pakistan",74.32602196,31.58075169
784,104275,Grace English High School,,"68, Flemming Rd, Gawal Mandi, Lahore 54030, Pakistan",74.32781235,31.57079886
